# time scale_factor entropy
12.280000 15102860015677138.000000 37871007043766280.000000
12.300000 15455217545669100.000000 37140765200173392.000000
12.320000 15844321267248738.000000 36373382591380320.000000
12.340000 16267172006237806.000000 35569626599995868.000000
12.360000 16720867344963480.000000 34730300982011416.000000
12.380000 17202597999499894.000000 33856245063044968.000000
12.400000 17709644430034724.000000 32948332899015464.000000
12.420000 18239373671437544.000000 32007472402086944.000000
12.440000 18789236371702044.000000 31034604432756340.000000
12.460000 19356764026501304.000000 30030701858992976.000000
12.480000 19939566398635204.000000 28996768583370624.000000
12.500000 20535329111663556.000000 27933838539164896.000000
12.520000 21141811407508672.000000 26842974656420016.000000
12.540000 21756844058278284.000000 25725267799018700.000000
12.560000 22378327423005028.000000 24581835673818372.000000
12.580000 23004229640423404.000000 23413821712944224.000000
12.600000 23632584949310264.000000 22222393930357132.000000
12.620000 24261492128301272.000000 21008743753839688.000000
12.640000 24889113047464768.000000 19774084833568396.000000
12.660000 25513671324266544.000000 18519651828463540.000000
12.680000 26133451076895516.000000 17246699171530220.000000
12.700000 26746795768241480.000000 15956499815425372.000000
12.720000 27352107134123392.000000 14650343959505096.000000
12.740000 27947844189660164.000000 13329537759625316.000000
12.760000 28532522307956816.000000 11995402021985910.000000
12.780000 29104712365547564.000000 10649270882324518.000000
12.800000 29663039949294720.000000 9292490471780804.000000
12.820000 30206184619688440.000000 7926417570765303.000000
12.840000 30732879225728532.000000 6552418252179044.000000
12.860000 31241909266795660.000000 5171866515340602.000000
12.880000 31732112297136116.000000 3786142911986819.000000
12.900000 32202377368792548.000000 2396633165721051.000000
12.920000 32651644509012652.000000 1004726786289561.250000
12.940000 33078904228359576.000000 388184319928218.312500
12.960000 33483197055932192.000000 1780707241826069.500000
12.980000 33863613098280216.000000 3171449456482094.000000
13.000000 34219291618769736.000000 4559020221681637.000000
13.020000 34549420634318276.000000 5942031966659498.000000
13.040000 34853236526576396.000000 7319101679670702.000000
13.060000 35130023664784644.000000 8688852291002232.000000
13.080000 35379114037680976.000000 10049914050042760.000000
13.100000 35599886891974848.000000 11400925895033248.000000
13.120000 35791768375040208.000000 12740536814128702.000000
13.140000 35954231179610820.000000 14067407196410028.000000
13.160000 36086794188388096.000000 15380210171494940.000000
13.180000 36189022116593944.000000 16677632936408358.000000
13.200000 36260525150619312.000000 17958378068385370.000000
13.220000 36300958581033368.000000 19221164822293992.000000
13.240000 36310022428328736.000000 20464730411380328.000000
13.260000 36287461059885000.000000 21687831270055280.000000
13.280000 36233062796736144.000000 22889244297460172.000000
13.300000 36146659508827584.000000 24067768080567612.000000
13.320000 36028126197545368.000000 25222224095594476.000000
13.340000 35877380564394024.000000 26351457886525752.000000
13.360000 35694382564790280.000000 27454340219570500.000000
13.380000 35479133946028140.000000 28529768212395684.000000
13.400000 35231677768556048.000000 29576666437008460.000000
13.420000 34952097909789672.000000 30593987995184232.000000
13.440000 34640518549764064.000000 31580715565364816.000000
13.460000 34297103638006724.000000 32535862419980044.000000
13.480000 33922056341088508.000000 33458473412175292.000000
13.500000 33515618470382472.000000 34347625930958360.000000
13.520000 33078069889631664.000000 35202430823810464.000000
13.540000 32609727901995552.000000 36022033285838768.000000
13.560000 32110946616311556.000000 36805613714581224.000000
13.580000 31582116292372656.000000 37552388529609112.000000
13.600000 31023662665084716.000000 38261610956107384.000000
13.620000 30436046247427864.000000 38932571771649544.000000
13.640000 29819761612204944.000000 39564600015420064.000000
13.660000 29175336652617112.000000 40157063659175152.000000
13.680000 28503331821761592.000000 40709370239271072.000000
13.700000 27804339351199992.000000 41220967449127720.000000
13.720000 27078982448797088.000000 41691343691535240.000000
13.740000 26327914476079792.000000 42120028590251224.000000
13.760000 25551818105414096.000000 42506593460376952.000000
13.780000 24751404457344288.000000 42850651737042312.000000
13.800000 23927412218483368.000000 43151859361970624.000000
13.820000 23080606740386888.000000 43409915127536976.000000
13.840000 22211779119883796.000000 43624560977975776.000000
13.860000 21321745261377904.000000 43795582267436608.000000
13.880000 20411344921671868.000000 43922807974629992.000000
13.900000 19481440737902328.000000 44006110873848760.000000
13.920000 18532917239210152.000000 44045407662193688.000000
13.940000 17645862911696024.000000 44040659042876400.000000
13.960000 16868261781672474.000000 43991869764516248.000000
13.980000 16194536497249414.000000 43899088616391576.000000
14.000000 15619323578342158.000000 43762408379650512.000000
14.020000 15137462892768962.000000 43581965734529800.000000
14.040000 14743987723369778.000000 43357941123674560.000000
14.060000 14434115396360666.000000 43090558571695640.000000
14.080000 14203238442562964.000000 42780085461145024.000000
14.100000 14046916264500080.000000 42426832265133280.000000
14.120000 13960867283641208.000000 42031152236856376.000000
14.140000 13940961543293780.000000 41593441056342624.000000
14.160000 13983213743808392.000000 41114136434772544.000000
14.180000 14083776687864262.000000 40593717676767680.000000
14.200000 14238935114653080.000000 40032705201086048.000000
14.220000 14445099902777018.000000 39431660020203328.000000
14.240000 14698802622625460.000000 38791183179300416.000000
14.260000 14996690419897196.000000 38111915155218192.000000
14.280000 15335521212792660.000000 37394535215980752.000000
14.300000 15712159186216772.000000 36639760741527336.000000
14.320000 16123570567109036.000000 35848346506332392.000000
14.340000 16566819665755844.000000 35021083924631112.000000
14.360000 17039065168642466.000000 34158800259005196.000000
14.380000 17537556669070734.000000 33262357793120276.000000
14.400000 18059631422404708.000000 32332652969442252.000000
14.420000 18602711313412316.000000 31370615492794772.000000
14.440000 19164300023747744.000000 30377207400654496.000000
14.460000 19741980388168600.000000 29353422101113564.000000
14.480000 20333411928605000.000000 28300283379471528.000000
14.500000 20936328555696324.000000 27218844374450012.000000
14.520000 21548536427886308.000000 26110186525054048.000000
14.540000 22167911958620040.000000 24975418489133040.000000
14.560000 22792399962618200.000000 23815675034722888.000000
14.580000 23420011932615644.000000 22632115905278016.000000
14.600000 24048824438344280.000000 21425924659927864.000000
14.620000 24676977639915184.000000 20198307489917792.000000
14.640000 25302673908112760.000000 18950492012417792.000000
14.660000 25924176544455476.000000 17683726042905378.000000
14.680000 26539808594204328.000000 16399276347350056.000000
14.700000 27147951745812044.000000 15098427375447390.000000
14.720000 27747045310604356.000000 13782479976169272.000000
14.740000 28335585276769952.000000 12452750096914988.000000
14.760000 28912123432008472.000000 11110567467563786.000000
14.780000 29475266549447196.000000 9757274270745020.000000
14.800000 30023675631687072.000000 8394223799655512.000000
14.820000 30556065208078328.000000 7022779104766348.000000
14.840000 31071202680555424.000000 5644311630772415.000000
14.860000 31567907713581184.000000 4260199845147710.500000
14.880000 32045051663961124.000000 2871827859677860.000000
14.900000 32501557046491472.000000 1480584046348330.250000
14.920000 32936397031598980.000000 87859648972452.187500
14.940000 33348594971317360.000000 1304952608052398.250000
14.960000 33737223950124772.000000 2696459912469196.000000
14.980000 34101406357339384.000000 4085270756973525.000000
15.000000 34440313477936120.000000 5469996330720880.000000
15.020000 34753165098807412.000000 6849251908137514.000000
15.040000 35039229127644760.000000 8221658233646011.000000
15.060000 35297821221766084.000000 9585842900920862.000000
15.080000 35528304424356688.000000 10940441725294792.000000
15.100000 35730088805729420.000000 12284100107943426.000000
15.120000 35902631107342588.000000 13615474390484120.000000
15.140000 36045434386442272.000000 14933233198634324.000000
15.160000 36158047659319672.000000 16236058773585900.000000
15.180000 36240065541293712.000000 17522648289763888.000000
15.200000 36291127881644616.000000 18791715157652108.000000
15.220000 36310919391836120.000000 20041990310382680.000000
15.240000 36299169265471928.000000 21272223472802868.000000
15.260000 36255650788536592.000000 22481184411750256.000000
15.280000 36180180938572336.000000 23667664166285892.000000
15.300000 36072619971541136.000000 24830476256655236.000000
15.320000 35932870995216448.000000 25968457870767932.000000
15.340000 35760879528040696.000000 27080471027009860.000000
15.360000 35556633042473844.000000 28165403712224780.000000
15.380000 35320160491944612.000000 29222170993727472.000000
15.400000 35051531820599524.000000 30249716104236432.000000
15.420000 34750857455126124.000000 31247011498641164.000000
15.440000 34418287778005264.000000 32213059881547244.000000
15.460000 34054012581623688.000000 33146895204571792.000000
15.480000 33658260502751912.000000 34047583632391752.000000
15.500000 33231298436964236.000000 34914224476579332.000000
15.520000 32773430932647104.000000 35745951096290324.000000
15.540000 32284999564309460.000000 36541931764905032.000000
15.560000 31766382284974032.000000 37301370501754832.000000
15.580000 31217992757491828.000000 38023507868102880.000000
15.600000 30640279664683428.000000 38707621726582832.000000
15.620000 30033725998270068.000000 39353027963336184.000000
15.640000 29398848326615180.000000 39959081172126216.000000
15.660000 28736196041352576.000000 40525175299744104.000000
15.680000 28046350583031576.000000 41050744252062256.000000
15.700000 27329924645961356.000000 41535262460128360.000000
15.720000 26587561362487296.000000 41978245405734320.000000
15.740000 25819933466980764.000000 42379250105934544.000000
15.760000 25027742439870760.000000 42737875556028848.000000
15.780000 24211717632091224.000000 43053763130567104.000000
15.800000 23372615370361416.000000 43326596941974808.000000
15.820000 22511218043758976.000000 43556104156440528.000000
15.840000 21628333172085620.000000 43742055266749816.000000
15.860000 20724792456564380.000000 43884264321792344.000000
15.880000 19801450813444564.000000 43982589112513080.000000
15.900000 18859185391126396.000000 44036931314121312.000000
15.920000 17933557671688714.000000 44047236584415424.000000
15.940000 17119332675145496.000000 44013494618125112.000000
15.960000 16410857812464976.000000 43935739157216672.000000
15.980000 15802698085182944.000000 43814047957151024.000000
16.000000 15289625353366134.000000 43648542709128224.000000
16.020000 14866608205068842.000000 43439388918396296.000000
16.040000 14528802396995724.000000 43186795738745968.000000
16.060000 14271541837533388.000000 42891015763356896.000000
16.080000 14090330084690908.000000 42552344772204472.000000
16.100000 13980832332798258.000000 42171121436279840.000000
16.120000 13938867863055602.000000 41747726978918920.000000
16.140000 13960402934208546.000000 41282584794579088.000000
16.160000 14041544090748004.000000 40776160025444680.000000
16.180000 14178531867101400.000000 40228959096284824.000000
16.200000 14367734867297146.000000 39641529208028680.000000
16.220000 14605644200549572.000000 39014457790564512.000000
16.240000 14888868254129228.000000 38348371915309776.000000
16.260000 15214127785756146.000000 37643937668139736.000000
16.280000 15578251318583628.000000 36901859483301552.000000
16.300000 15978170822629532.000000 36122879438980064.000000
16.320000 16410917667262962.000000 35307776515219604.000000
16.340000 16873618830068778.000000 34457365814943920.000000
16.360000 17363493348092188.000000 33572497748853288.000000
16.380000 17877848998112788.000000 32654057185013808.000000
16.400000 18414079193213292.000000 31702962563989308.000000
16.420000 18969660083494700.000000 30720164980400824.000000
16.440000 19542147849348024.000000 29706647231831940.000000
16.460000 20129176176224640.000000 28663422836031220.000000
16.480000 20728453900354040.000000 27591535017394472.000000
16.500000 21337762815340644.000000 26492055663740340.000000
16.520000 21954955630031588.000000 25366084254422440.000000
16.540000 22577954068486196.000000 24214746760850140.000000
16.560000 23204747103296328.000000 23039194520516980.000000
16.580000 23833389313905976.000000 21840603085663312.000000
16.600000 24461999361959388.000000 20620171047723976.000000
16.620000 25088758576070624.000000 19379118838736912.000000
16.640000 25711909638754588.000000 18118687510911116.000000
16.660000 26329755368591152.000000 16840137495574406.000000
16.680000 26940657591010916.000000 15544747342742124.000000
16.700000 27543036091393868.000000 14233812442567102.000000
16.720000 28135367644461916.000000 12908643729949510.000000
16.740000 28716185114223172.000000 11570566373601966.000000
16.760000 29284076618990984.000000 10220918450880822.000000
16.780000 29837684756254548.000000 8861049609708796.000000
16.800000 30375705882420864.000000 7492319718927063.000000
16.820000 30896889442680816.000000 6116097508426403.000000
16.840000 31400037346475336.000000 4733759200417316.000000
16.860000 31884003384251776.000000 3346687133207812.000000
16.880000 32347692681405932.000000 1956268378865100.500000
16.900000 32790061185502556.000000 563893356143523.000000
16.920000 33210115183056356.000000 829045559934197.750000
16.940000 33606910842337644.000000 2221155430451984.000000
16.960000 33979553778841612.000000 3611044145539318.500000
16.980000 34327198640228504.000000 4997321816481114.000000
17.000000 34649048707703848.000000 6378602165606428.000000
17.020000 34944355510963732.000000 7753503912566135.000000
17.040000 35212418453980284.000000 9120652155613278.000000
17.060000 35452584449047104.000000 10478679746504804.000000
17.080000 35664247556643916.000000 11826228657649828.000000
17.100000 35846848628814172.000000 13161951340137198.000000
17.120000 35999874953879192.000000 14484512071284436.000000
17.140000 36122859900437736.000000 15792588290360392.000000
17.160000 36215382558720880.000000 17084871921145982.000000
17.180000 36277067377489080.000000 18360070680010420.000000
17.200000 36307583794771384.000000 19616909368194860.000000
17.220000 36306645860855928.000000 20854131147011104.000000
17.240000 36274011852046776.000000 22070498794680332.000000
17.260000 36209483873804384.000000 23264795943554876.000000
17.280000 36112907451986048.000000 24435828296485872.000000
17.300000 35984171110998696.000000 25582424821120380.000000
17.320000 35823205937769168.000000 26703438920933764.000000
17.340000 35629985130527252.000000 27797749581826224.000000
17.360000 35404523531483920.000000 28864262493136848.000000
17.380000 35146877142571764.000000 29901911141954336.000000
17.400000 34857142623496560.000000 30909657879629876.000000
17.420000 34535456771428404.000000 31886494959425788.000000
17.440000 34181995981737840.000000 32831445544262268.000000
17.460000 33796975689257104.000000 33743564683554488.000000
17.480000 33380649789619104.000000 34621940258163144.000000
17.500000 32933310040296872.000000 35465693892513652.000000
17.520000 32455285441034468.000000 36273981832971640.000000
17.540000 31946941593426144.000000 37045995791596648.000000
17.560000 31408680039464752.000000 37780963754430064.000000
17.580000 30840937578942236.000000 38478150753509056.000000
17.600000 30244185565645204.000000 39136859601834528.000000
17.620000 29618929182346728.000000 39756431590558184.000000
17.640000 28965706694651900.000000 40336247147691272.000000
17.660000 28285088683809112.000000 40875726457676664.000000
17.680000 27577677258651876.000000 41374330041204376.000000
17.700000 26844105246886876.000000 41831559294690896.000000
17.720000 26085035365993336.000000 42246956988882720.000000
17.740000 25301159374046232.000000 42620107726085656.000000
17.760000 24493197200821888.000000 42950638355562504.000000
