# time scale_factor entropy
38.940000 35711079997539288.000000 12149039238394292.000000
38.960000 35886594766876528.000000 13481713790114882.000000
38.980000 36032418663064816.000000 14800906628045358.000000
39.000000 36148096076127064.000000 16105298559347792.000000
39.020000 36233217031873368.000000 17393585192090874.000000
39.040000 36287416827409960.000000 18664478239641864.000000
39.060000 36310375660100208.000000 19916706808953216.000000
39.080000 36301818248412360.000000 21149018671455612.000000
39.100000 36261513443194008.000000 22360181515286556.000000
39.120000 36189273828014472.000000 23548984177602208.000000
39.140000 36084955307314832.000000 24714237855740268.000000
39.160000 35948456681200392.000000 25854777296022576.000000
39.180000 35779719205802644.000000 26969461959008872.000000
39.200000 35578726138227088.000000 28057177160036148.000000
39.220000 35345502265189896.000000 29116835183903392.000000
39.240000 35080113414530280.000000 30147376372586736.000000
39.260000 34782665948866760.000000 31147770184897488.000000
39.280000 34453306240744472.000000 32117016227023348.000000
39.300000 34092220128697032.000000 33054145252922184.000000
39.320000 33699632353720704.000000 33958220133568092.000000
39.340000 33275805975730476.000000 34828336794080440.000000
39.360000 32821041769637348.000000 35663625117798704.000000
39.380000 32335677600753772.000000 36463249816399168.000000
39.400000 31820087779299668.000000 37226411265183232.000000
39.420000 31274682393844984.000000 37952346302702120.000000
39.440000 30699906623586232.000000 38640328993918304.000000
39.460000 30096240029414192.000000 39289671356140560.000000
39.480000 29464195823787512.000000 39899724047006688.000000
39.500000 28804320119483084.000000 40469877013825800.000000
39.520000 28117191157347908.000000 40999560103631080.000000
39.540000 27403418513229688.000000 41488243633332744.000000
39.560000 26663642284313824.000000 41935438919401064.000000
39.580000 25898532255143452.000000 42340698766549984.000000
39.600000 25108787043646252.000000 42703617914932368.000000
39.620000 24295133227537304.000000 43023833445399808.000000
39.640000 23458324451511120.000000 43301025142421848.000000
39.660000 22599140515678220.000000 43534915814301472.000000
39.680000 21718386445742188.000000 43725271570366792.000000
39.700000 20816891545452336.000000 43871902054861736.000000
39.720000 19895508431904360.000000 43974660637301832.000000
39.740000 18955112054297440.000000 44033444559104624.000000
39.760000 18018114206374600.000000 44048195036348304.000000
39.780000 17193092291873442.000000 44018897318555632.000000
39.800000 16474371630327064.000000 43945580703444416.000000
39.820000 15856496225134678.000000 43828318507629752.000000
39.840000 15334217970302262.000000 43667227993307456.000000
39.860000 14902486461755392.000000 43462470250991864.000000
39.880000 14556439382789824.000000 43214250038425264.000000
39.900000 14291393434682370.000000 42922815575820248.000000
39.920000 14102835784869092.000000 42588458297639408.000000
39.940000 13986416006413360.000000 42211512561160928.000000
39.960000 13937938483736512.000000 41792355312121296.000000
39.980000 13953355260771958.000000 41331405707769528.000000
40.000000 14028759308832860.000000 40829124697709992.000000
40.020000 14160378192556846.000000 40286014562952752.000000
40.040000 14344568113311598.000000 39702618413632560.000000
40.060000 14577808310415192.000000 39079519645898736.000000
40.080000 14856695801447420.000000 38417341358519008.000000
40.100000 15177940443805294.000000 37716745729780768.000000
40.120000 15538360300490104.000000 36978433355312744.000000
40.140000 15934877293906628.000000 36203142547489400.000000
40.160000 16364513132209838.000000 35391648597118580.000000
40.180000 16824385493452402.000000 34544762998150640.000000
40.200000 17311704453469500.000000 33663332636184544.000000
40.220000 17823769144087712.000000 32748238941582260.000000
40.240000 18357964628863696.000000 31800397008038396.000000
40.260000 18911758984147576.000000 30820754677486496.000000
40.280000 19482700573827236.000000 29810291592257112.000000
40.300000 20068415506643996.000000 28770018215435464.000000
40.320000 20666605265479500.000000 27700974820398384.000000
40.340000 21275044498498636.000000 26604230450540896.000000
40.360000 21891578962495932.000000 25480881850232880.000000
40.380000 22514123609233560.000000 24332052368074636.000000
40.400000 23140660805979636.000000 23158890833548308.000000
40.420000 23769238681856532.000000 21962570408188432.000000
40.440000 24397969591991532.000000 20744287412420364.000000
40.460000 25025028691827504.000000 19505260129239884.000000
40.480000 25648652614299960.000000 18246727585930160.000000
40.500000 26267138242920012.000000 16969948315034506.000000
40.520000 26878841574120952.000000 15676199095823816.000000
40.540000 27482176662530380.000000 14366773677517304.000000
40.560000 28075614643120760.000000 13042981485533274.000000
40.580000 28657682824469328.000000 11706146312063710.000000
40.600000 29226963847624668.000000 10357604992282086.000000
40.620000 29782094905332064.000000 8998706067508177.000000
40.640000 30321767016613828.000000 7630808436666758.000000
40.660000 30844724351934688.000000 6255279997388676.000000
40.680000 31349763604406540.000000 4873496278113203.000000
40.700000 31835733402701764.000000 3486839062559617.500000
40.720000 32301533761550680.000000 2096695007943472.000000
40.740000 32746115565896612.000000 704454258319383.375000
40.760000 33168480084972292.000000 688490945563024.625000
40.780000 33567678512743860.000000 2080747658499869.500000
40.800000 33942811531344500.000000 3470923623778214.500000
40.820000 34293028894288524.000000 4857628665432781.000000
40.840000 34617529026419252.000000 6239476078421915.000000
40.860000 34915558637700500.000000 7615084015332628.000000
40.880000 35186412348112140.000000 8983076868228008.000000
40.900000 35429432321055360.000000 10342086644255160.000000
40.920000 35644007902813228.000000 11690754333638054.000000
40.940000 35829575265747200.000000 13027731268687316.000000
40.960000 35985617053040404.000000 14351680472467884.000000
40.980000 36111662022924288.000000 15661277995775984.000000
41.000000 36207284690446784.000000 16955214241088318.000000
41.020000 36272104964957296.000000 18232195272159552.000000
41.040000 36305787781597392.000000 19490944107958632.000000
41.060000 36308042725195704.000000 20730201999649752.000000
41.080000 36278623645071640.000000 21948729689341224.000000
41.100000 36217328259355184.000000 23145308649343356.000000
41.120000 36123997747529416.000000 24318742300696136.000000
41.140000 35998516329998664.000000 25467857209748228.000000
41.160000 35840810833578328.000000 26591504261590568.000000
41.180000 35650850241892816.000000 27688559809171324.000000
41.200000 35428645229755380.000000 28757926796942908.000000
41.220000 35174247680688668.000000 29798535857917536.000000
41.240000 34887750186826720.000000 30809346383034260.000000
41.260000 34569285530519128.000000 31789347561767948.000000
41.280000 34219026147035140.000000 32737559392939856.000000
41.300000 33837183567840528.000000 33653033664718844.000000
41.320000 33424007843992672.000000 34534854902833100.000000
41.340000 32979786949269688.000000 35382141286044524.000000
41.360000 32504846162717856.000000 36194045527969904.000000
41.380000 31999547430367704.000000 36969755724367320.000000
41.400000 31464288705933368.000000 37708496165040360.000000
41.420000 30899503270371972.000000 38409528109548368.000000
41.440000 30305659030240128.000000 39072150525946816.000000
41.460000 29683257794842976.000000 39695700791819328.000000
41.480000 29032834532227664.000000 40279555356900016.000000
41.500000 28354956604127980.000000 40823130366623808.000000
41.520000 27650222980019624.000000 41325882245980968.000000
41.540000 26919263430496932.000000 41787308243092160.000000
41.560000 26162737700231148.000000 42206946931960248.000000
41.580000 25381334660818160.000000 42584378673896384.000000
41.600000 24575771443869736.000000 42919226037158616.000000
41.620000 23746792554746552.000000 43211154174383680.000000
41.640000 22895168967374276.000000 43459871157434392.000000
41.660000 22021697200625000.000000 43665128269327648.000000
41.680000 21127198376785952.000000 43826720252951576.000000
41.700000 20212517262675428.000000 43944485516322552.000000
41.720000 19278521294002276.000000 44018306294177216.000000
41.740000 18326099583600160.000000 44048108765737696.000000
41.760000 17463427294639066.000000 44033863128532440.000000
41.780000 16708972031952722.000000 43975583628198648.000000
41.800000 16057204228125346.000000 43873328544236656.000000
41.820000 15502805829416218.000000 43727200131730440.000000
41.840000 15040659903756728.000000 43537344519092472.000000
41.860000 14665840833128584.000000 43303951561935432.000000
41.880000 14373605060855660.000000 43027254653216448.000000
41.900000 14159382365750810.000000 42707530489844240.000000
41.920000 14018767636397694.000000 42345098795982200.000000
41.940000 13947513120119790.000000 41940322003324168.000000
41.960000 13941521122397796.000000 41493604888662816.000000
41.980000 13996837133645632.000000 41005394169112800.000000
42.000000 14109643361347438.000000 40476178055393672.000000
42.020000 14276252646596132.000000 39906485763619152.000000
42.040000 14493102745061052.000000 39296886986081016.000000
42.060000 14756750953350594.000000 38647991321556800.000000
42.080000 15063869062627986.000000 37960447665711008.000000
42.100000 15411238622186888.000000 37234943562199528.000000
42.120000 15795746496500534.000000 36472204515125840.000000
42.140000 16214380700025764.000000 35672993263537028.000000
42.160000 16664226494773650.000000 34838109018684672.000000
42.180000 17142462736353308.000000 33968386664813640.000000
42.200000 17646358454856832.000000 33064695924277792.000000
42.220000 18173269657582708.000000 32127940487817668.000000
42.240000 18720636341194348.000000 31159057110869720.000000
42.260000 19285979701480976.000000 30159014676810900.000000
42.280000 19866899529431496.000000 29128813228075280.000000
42.300000 20461071782849684.000000 28069482966111576.000000
42.320000 21066246323232272.000000 26982083221181768.000000
42.340000 21680244808101512.000000 25867701393030772.000000
42.360000 22300958729432044.000000 24727451863486744.000000
42.380000 22926347589239064.000000 23562474882079236.000000
42.400000 23554437203802468.000000 22373935425789644.000000
42.420000 24183318128390416.000000 21163022034074260.000000
42.440000 24811144194716904.000000 19930945620324808.000000
42.460000 25436131153722252.000000 18678938260955028.000000
42.480000 26056555416603780.000000 17408251963324298.000000
42.500000 26670752887347108.000000 16120157413730238.000000
42.520000 27277117880317576.000000 14815942706722444.000000
42.540000 27874102116766488.000000 13496912057007936.000000
42.560000 28460213794389460.000000 12164384495236418.000000
42.580000 29034016724344324.000000 10819692548969660.000000
42.600000 29594129530394816.000000 9464180910153936.000000
42.620000 30139224905093876.000000 8099205090428056.000000
42.640000 30668028918157868.000000 6726130065611748.000000
42.660000 31179320372410220.000000 5346328910729830.000000
42.680000 31671930202891360.000000 3961181426937181.000000
42.700000 32144740914940744.000000 2572072761717594.500000
42.720000 32596686057257760.000000 1180392023736291.000000
42.740000 33026749726140972.000000 212469106268749.125000
42.760000 33433966097290316.000000 1605117767167520.250000
42.780000 33817418981735036.000000 2996161310299124.500000
42.800000 34176241402621052.000000 4384208692120429.000000
42.820000 34509615189756320.000000 5767871865249613.000000
42.840000 34816770588971120.000000 7145767166513546.000000
42.860000 35096985883502768.000000 8516516700610968.000000
42.880000 35349587024761440.000000 9878749718007778.000000
42.900000 35573947269975356.000000 11231103985686580.000000
42.920000 35769486824350300.000000 12572227149379700.000000
42.940000 35935672485510344.000000 13900778085923432.000000
42.960000 36072017288113856.000000 15215428244381246.000000
42.980000 36178080146661784.000000 16514862974594678.000000
43.000000 36253465494633952.000000 17797782841833512.000000
43.020000 36297822918203848.000000 19062904926230512.000000
43.040000 36310846782893280.000000 20308964105701288.000000
43.060000 36292275851635680.000000 21534714321066360.000000
43.080000 36241892892820504.000000 22738929822110364.000000
43.100000 36159524276991864.000000 23920406393332260.000000
43.120000 36045039560971616.000000 25077962558160820.000000
43.140000 35898351058271520.000000 26210440760431216.000000
43.160000 35719413394750220.000000 27316708521941192.000000
43.180000 35508223048559380.000000 28395659574929224.000000
43.200000 35264817873508932.000000 29446214968342320.000000
43.220000 34989276605064480.000000 30467324146787076.000000
43.240000 34681718348270492.000000 31457966001085052.000000
43.260000 34342302046970980.000000 32417149889381940.000000
43.280000 33971225933775112.000000 33343916627789444.000000
43.300000 33568726960288556.000000 34237339449569152.000000
43.320000 33135080207202640.000000 35096524931899300.000000
43.340000 32670598273902404.000000 35920613889297548.000000
43.360000 32175630647321508.000000 36708782232806496.000000
43.380000 31650563049836864.000000 37460241794082640.000000
43.400000 31095816766058780.000000 38174241113564696.000000
43.420000 30511847948433216.000000 38850066191933192.000000
43.440000 29899146901631868.000000 39487041204109744.000000
43.460000 29258237345762904.000000 40084529175082200.000000
43.480000 28589675658490492.000000 40641932616879568.000000
43.500000 27894050096204792.000000 41158694126060056.000000
43.520000 27171979994435828.000000 41634296941114488.000000
43.540000 26424114947754720.000000 42068265459227800.000000
43.560000 25651133969454036.000000 42460165711881888.000000
43.580000 24853744631345668.000000 42809605798824096.000000
43.600000 24032682184059636.000000 43116236279967480.000000
43.620000 23188708658270540.000000 43379750524830896.000000
43.640000 22322611947320120.000000 43599885019169472.000000
43.660000 21435204871744480.000000 43776419628488888.000000
43.680000 20527324226253092.000000 43909177818179816.000000
43.700000 19599829809743644.000000 43998026830052552.000000
43.720000 18653603438972236.000000 44042877815095248.000000
43.740000 17752298587514994.000000 44043685922322840.000000
43.760000 16961168043517268.000000 44000450343628120.000000
43.780000 16274606607220706.000000 43913214314589760.000000
43.800000 15687224326274370.000000 43782065071236816.000000
43.820000 15193835894861334.000000 43607133762812640.000000
43.840000 14789450647720032.000000 43388595320625640.000000
43.860000 14469263119089276.000000 43126668283118016.000000
43.880000 14228644138039784.000000 42821614577327288.000000
43.900000 14063132433017586.000000 42473739256959224.000000
43.920000 13968426719719440.000000 42083390197334208.000000
43.940000 13940378247650788.000000 41650957747511848.000000
43.960000 13974983781886240.000000 41176874339941976.000000
43.980000 14068378997663972.000000 40661614058032160.000000
44.000000 14216832266501996.000000 40105692162064320.000000
44.020000 14416738813528580.000000 39509664573934408.000000
44.040000 14664615226673942.000000 38874127321230568.000000
44.060000 14957094299278322.000000 38199715941205496.000000
44.080000 15290920188534832.000000 37487104845239216.000000
44.100000 15662943873006644.000000 36737006644427704.000000
44.120000 16070118893239094.000000 35950171436971756.000000
44.140000 16509497360230266.000000 35127386058078836.000000
44.160000 16978226217230572.000000 34269473293127840.000000
44.180000 17473543741014544.000000 33377291054883712.000000
44.200000 17992776269408354.000000 32451731525584708.000000
44.220000 18533335142466064.000000 31493720264760116.000000
44.240000 19092713845267952.000000 30504215283670768.000000
44.260000 19668485340866880.000000 29484206087297744.000000
44.280000 20258299582435140.000000 28434712684837412.000000
44.300000 20859881194165652.000000 27356784569692264.000000
44.320000 21471027310959448.000000 26251499669977404.000000
44.340000 22089605567386868.000000 25119963270592584.000000
44.360000 22713552226844248.000000 23963306907937164.000000
44.380000 23340870442242268.000000 22782687238373808.000000
44.400000 23969628639957152.000000 21579284881572072.000000
44.420000 24597959019153232.000000 20354303239888768.000000
44.440000 25224056158945252.000000 19108967294965580.000000
44.460000 25846175726212668.000000 17844522382747418.000000
44.480000 26462633277206496.000000 16562232948146512.000000
44.500000 27071803146403112.000000 15263381280597460.000000
44.520000 27672117416359316.000000 13949266231767810.000000
44.540000 28262064962609852.000000 12621201916706394.000000
44.560000 28840190567922940.000000 11280516399728270.000000
44.580000 29405094100492004.000000 9928550366350420.000000
44.600000 29955429750893284.000000 8566655782606217.000000
44.620000 30489905322879740.000000 7196194543079407.000000
44.640000 31007281573312584.000000 5818537109009521.000000
44.660000 31506371596752916.000000 4435061137830622.500000
44.680000 31986040250448256.000000 3047150105513894.500000
44.700000 32445203615652324.000000 1656191923091652.750000
44.720000 32882828491411960.000000 263577548746318.968750
44.740000 33297931917142836.000000 1129300403147761.000000
44.760000 33689580720496092.000000 2521049054638693.000000
44.780000 34056891087191396.000000 3910276657074987.000000
44.800000 34399028149658932.000000 5295593982854205.000000
44.820000 34715205591493256.000000 6675615714650569.000000
44.840000 35004685264876716.000000 8048961830732284.000000
44.860000 35266776818278892.000000 9414258984983266.000000
44.880000 35500837331882200.000000 10770141880249264.000000
44.900000 35706270958322072.000000 12115254633635014.000000
44.920000 35882528566463648.000000 13448252132387128.000000
44.940000 36029107386065776.000000 14767801379006856.000000
44.960000 36145550651307512.000000 16072582824247570.000000
44.980000 36231447241272328.000000 17361291686664046.000000
45.000000 36286431315601536.000000 18632639257393852.000000
45.020000 36310181943640528.000000 19885354188866272.000000
45.040000 36302422725509992.000000 21118183766149820.000000
45.060000 36262921403639352.000000 22329895159667216.000000
45.080000 36191489463401216.000000 23519276658024944.000000
45.100000 36087981721584008.000000 24685138879724648.000000
45.120000 35952295901535328.000000 25826315962544628.000000
45.140000 35784372193900724.000000 26941666729402072.000000
45.160000 35584192801972048.000000 28030075829530108.000000
45.180000 35351781470746236.000000 29090454853828608.000000
45.200000 35087202998879276.000000 30121743423273284.000000
45.220000 34790562732801552.000000 31122910249294688.000000
45.240000 34462006042339732.000000 32092954165066792.000000
45.260000 34101717777266848.000000 33030905126673840.000000
45.280000 33709921704276408.000000 33935825183154200.000000
45.300000 33286879923948420.000000 34806809414451420.000000
45.320000 32832892267344868.000000 35642986836334176.000000
45.340000 32348295671939944.000000 36443521271380600.000000
45.360000 31833463536655748.000000 37207612185155656.000000
45.380000 31288805055837936.000000 37934495486745544.000000
45.400000 30714764532067168.000000 38623444292848688.000000
45.420000 30111820667762076.000000 39273769654658992.000000
45.440000 29480485835587076.000000 39884821246814624.000000
45.460000 28821305327734448.000000 40455988017723440.000000
45.480000 28134856584204152.000000 40986698800614552.000000
45.500000 27421748400257212.000000 41476422884705032.000000
45.520000 26682620113269200.000000 41924670545910816.000000
45.540000 25918140769259140.000000 42330993536570680.000000
45.560000 25129008269416480.000000 42694985533693984.000000
45.580000 24315948496994236.000000 43016282545283592.000000
45.600000 23479714424980332.000000 43294563274327912.000000
45.620000 22621085205001520.000000 43529549440097896.000000
45.640000 21740865237954772.000000 43721006056427800.000000
45.660000 20839883226900284.000000 43868741666701272.000000
45.680000 19918991212787596.000000 43972608535308040.000000
45.700000 18979063593622392.000000 44032502795379488.000000
45.720000 18039224700166724.000000 44048364552655568.000000
45.740000 17211504864797242.000000 44020177945379000.000000
45.760000 16490223893210000.000000 43947971160157040.000000
45.780000 15869920547944232.000000 43831816403774920.000000
45.800000 15345341739834468.000000 43671829830989032.000000
45.820000 14911432324803622.000000 43468171428372160.000000
45.840000 14563325475525786.000000 43221044854326904.000000
45.860000 14296333598946348.000000 42930697235427336.000000
45.880000 14105939772033190.000000 42597418919292328.000000
45.900000 13987789669449966.000000 42221543184238032.000000
45.920000 13937683958094160.000000 41803445905999504.000000
45.940000 13951571134632284.000000 41343545181854968.000000
45.960000 14025540783295200.000000 40842300912528584.000000
45.980000 14155817232271272.000000 40300214342289672.000000
46.000000 14338753588056702.000000 39717827557708464.000000
46.020000 14570826128093622.000000 39095722945569544.000000
46.040000 14848629032950018.000000 38434522610485056.000000
46.060000 15168869440173656.000000 37734887752790096.000000
46.080000 15528362802787304.000000 36997518007342328.000000
46.100000 15924028536186838.000000 36223150743887232.000000
46.120000 16352885937959424.000000 35412560329688244.000000
46.140000 16812050365857828.000000 34566557355159568.000000
46.160000 17298729659850964.000000 33685987823275736.000000
46.180000 17810220794821808.000000 32771732303568616.000000
46.200000 18343906751103512.000000 31824705051557936.000000
46.220000 18897253590634508.000000 30845853094495696.000000
46.240000 19467807727075248.000000 29836155284338964.000000
46.260000 20053193378764272.000000 28796621318897888.000000
46.280000 20651110193901120.000000 27728290732137912.000000
46.300000 21259331037829332.000000 26632231854645808.000000
46.320000 21875699932755708.000000 25509540745299048.000000
46.340000 22498130140683528.000000 24361340095206992.000000
46.360000 23124602380758156.000000 23188778105019736.000000
46.380000 23753163172625136.000000 21993027336727456.000000
46.400000 24381923297783952.000000 20775283541098448.000000
46.420000 25009056371286216.000000 19536764461928336.000000
46.440000 25632797516476368.000000 18278708618296304.000000
46.460000 26251442135806256.000000 17002374066045976.000000
46.480000 26863344771073744.000000 15709037139729598.000000
46.500000 27466918046739892.000000 14399991176273490.000000
46.520000 28060631690270548.000000 13076545221641106.000000
46.540000 28643011623726616.000000 11740022721787088.000000
46.560000 29212639121093860.000000 10391760199211280.000000
46.580000 29768150026098164.000000 9033105916436258.000000
46.600000 30308234025496620.000000 7665418527744801.000000
46.620000 30831633973068812.000000 6290065720525601.000000
46.640000 31337145259757212.000000 4908422847585875.000000
46.660000 31823615225620664.000000 3521871551798562.500000
46.680000 32289942609471560.000000 2131798384459451.250000
46.700000 32735077032265404.000000 739593418735880.375000
46.720000 33158018510501776.000000 653351140406426.000000
46.740000 33557816996078700.000000 2045642348408326.000000
46.760000 33933571939218052.000000 3435887914061818.000000
46.780000 34284431871248764.000000 4822697591801248.000000
46.800000 34609594004197276.000000 6204684571948878.000000
46.820000 34908303844291188.000000 7580466867524556.000000
46.840000 35179854816632924.000000 8948668696232712.000000
46.860000 35423587898445536.000000 10307921856244632.000000
46.880000 35638891258432836.000000 11656867094400310.000000
46.900000 35825199899931184.000000 12994155465461588.000000
46.920000 35981995305660604.000000 14318449681057408.000000
46.940000 36108805082008816.000000 15628425446972162.000000
46.960000 36205202600903248.000000 16922772787439952.000000
46.980000 36270806637443600.000000 18200197355120296.000000
47.000000 36305281001580992.000000 19459421725445520.000000
47.020000 36308334162239552.000000 20699186674045304.000000
47.040000 36279718862382488.000000 21918252435971040.000000
47.060000 36219231723627328.000000 23115399945460804.000000
47.080000 36126712839114616.000000 24289432055005104.000000
47.100000 36002045353430560.000000 25439174732494396.000000
47.120000 35845155028477452.000000 26563478235251212.000000
47.140000 35656009794276024.000000 27661218259772764.000000
47.160000 35434619283771476.000000 28731297066034540.000000
47.180000 35181034350799752.000000 29772644575230288.000000
47.200000 34895346570452996.000000 30784219439850804.000000
47.220000 34577687721162760.000000 31765010085031472.000000
47.240000 34228229247896992.000000 32714035720127104.000000
47.260000 33847181705941672.000000 33630347319502604.000000
47.280000 33434794184810844.000000 34513028571558604.000000
47.300000 32991353711899112.000000 35361196795043052.000000
47.320000 32517184635559192.000000 36174003821732456.000000
47.340000 32012647987353240.000000 36950636844600128.000000
47.360000 31478140823290984.000000 37690319230623192.000000
47.380000 30914095543929936.000000 38392311297415632.000000
47.400000 30320979193273232.000000 39055911052910664.000000
47.420000 29699292736459112.000000 39680454897352784.000000
47.440000 29049570316292604.000000 40265318286897544.000000
47.460000 28372378488724664.000000 40809916358155424.000000
47.480000 27668315437437120.000000 41313704513055136.000000
47.500000 26938010167742804.000000 41776178963441792.000000
47.520000 26182121680059876.000000 42196877234865008.000000
47.540000 25401338123267060.000000 42575378629053360.000000
47.560000 24596375928292644.000000 42911304644612664.000000
47.580000 23767978922334520.000000 43204319355527344.000000
47.600000 22916917424151412.000000 43454129747086504.000000
47.620000 22043987320906640.000000 43660486008898584.000000
47.640000 21150009127085324.000000 43823181784701744.000000
47.660000 20235827026044064.000000 43942054378720224.000000
47.680000 19302307894788544.000000 44016984918359968.000000
47.700000 18350340312609432.000000 44047898473081360.000000
47.720000 17484813039717570.000000 44034764129329672.000000
47.740000 16727647696026490.000000 43977595021448656.000000
47.760000 16073309109767858.000000 43876448318546184.000000
47.780000 15516473899271510.000000 43731425167325176.000000
47.800000 15052020065504340.000000 43542670590936832.000000
47.820000 14675017169768692.000000 43310373343957560.000000
47.840000 14380717067055450.000000 43034765723634328.000000
47.860000 14164545166957718.000000 42716123337587448.000000
47.880000 14022092195391468.000000 42354764828203008.000000
47.900000 13949106431643342.000000 41951051553990336.000000
47.920000 13941486396476412.000000 41505387228223696.000000
47.940000 13995273968175204.000000 41018217515228816.000000
47.960000 14106647904504912.000000 40490029584718712.000000
47.980000 14271917749599248.000000 39921351624623896.000000
48.000000 14487518105779660.000000 39312752312904448.000000
48.020000 14750003251248186.000000 38664840248872096.000000
48.040000 15056042085489664.000000 37978263344590872.000000
48.060000 15402413385068640.000000 37253708176965064.000000
48.080000 15786001353314388.000000 36491899301162288.000000
48.100000 16203791448156068.000000 35693598526058352.000000
48.120000 16652866473101376.000000 34859604152428348.000000
48.140000 17130402917047778.000000 33990750174645928.000000
48.160000 17633667529277618.000000 33087905446688856.000000
48.180000 18160014116618644.000000 32151972813285088.000000
48.200000 18706880550351488.000000 31183888207068048.000000
48.220000 19271785971016996.000000 30184619712643936.000000
48.240000 19852328179820352.000000 29155166598507176.000000
48.260000 20446181205847312.000000 28096558317771916.000000
48.280000 21051093038801676.000000 27009853478718880.000000
48.300000 21664883517443828.000000 25896138786187120.000000
48.320000 22285442364358796.000000 24756527954869176.000000
48.340000 22910727358110152.000000 23592160595596364.000000
48.360000 23538762634244108.000000 22404201075727960.000000
48.380000 24167637106997492.000000 21193837354783820.000000
48.400000 24795503003934868.000000 19962279796484896.000000
48.420000 25420574506094752.000000 18710759958389496.000000
48.440000 26041126486563656.000000 17440529360335700.000000
48.460000 26655493340720360.000000 16152858232921566.000000
48.480000 27262067901701988.000000 14849034247274522.000000
48.500000 27859300434939276.000000 13530361227380190.000000
48.520000 28445697705891120.000000 12198157846258486.000000
48.540000 29019822115379092.000000 10853756307290520.000000
48.560000 29580290897181604.000000 9498501012015264.000000
48.580000 30125775372795356.000000 8133747215727995.000000
48.600000 30655000258509316.000000 6760859672224995.000000
48.620000 31166743020164116.000000 5381211269049770.000000
48.640000 31659833271188136.000000 3996181654605496.500000
48.660000 32133152209710880.000000 2607155858506617.000000
48.680000 32585632090755336.000000 1215522906549231.250000
48.700000 33016255729703880.000000 177325568314703.968750
48.720000 33424056033417828.000000 1569996717610324.500000
48.740000 33808115555568708.000000 2961097870188334.500000
48.760000 34167566072910852.000000 4349237924896156.000000
48.780000 34501588179389576.000000 5733028741679082.000000
48.800000 34809410895137928.000000 7111086529720329.000000
48.820000 35090311287567708.000000 8482033231231854.000000
48.840000 35343614101907656.000000 9844497899512150.000000
48.860000 35568691398683548.000000 11197118069892932.000000
48.880000 35764962195771712.000000 12538541122203820.000000
48.900000 35931892112789516.000000 13867425633392510.000000
48.920000 36068993015713672.000000 15182442718947796.000000
48.940000 36175822659740296.000000 16482277361784146.000000
48.960000 36251984328519448.000000 17765629727258706.000000
48.980000 36297126468011744.000000 19031216463006008.000000
49.000000 36310942313325608.000000 20277771982290304.000000
49.020000 36293169507001240.000000 21504049729592308.000000
49.040000 36243589707311216.000000 22708823427164720.000000
49.060000 36162028185248152.000000 23890888301309972.000000
49.080000 36048353408967408.000000 25049062287153908.000000
49.100000 35902476614546880.000000 26182187210710696.000000
49.120000 35724351362017528.000000 27289129947056768.000000
49.140000 35513973075706600.000000 28368783553455792.000000
49.160000 35271378568021380.000000 29420068376301348.000000
49.180000 34996645545884484.000000 30441933130770612.000000
49.200000 34689892099112232.000000 31433355952109096.000000
49.220000 34351276170105872.000000 32393345417495480.000000
49.240000 33980995004301156.000000 33320941537464368.000000
49.260000 33579284580895304.000000 34215216715895788.000000
49.280000 33146419023441560.000000 35075276677611312.000000
49.300000 32682709989970732.000000 35900261362649220.000000
49.320000 32188506042365968.000000 36689345786324496.000000
49.340000 31664191994782076.000000 37441740864213424.000000
49.360000 31110188240963480.000000 38156694201238160.000000
49.380000 30526950060375988.000000 38833490844061648.000000
49.400000 29914966903126588.000000 39471453996041064.000000
49.420000 29274761653702604.000000 40069945694024456.000000
49.440000 28606889873617036.000000 40628367446313808.000000
49.460000 27911939023100364.000000 41146160831156864.000000
49.480000 27190527662030972.000000 41622808055168760.000000
49.500000 26443304630346420.000000 42057832471125472.000000
49.520000 25670948208226040.000000 42450799054611080.000000
49.540000 24874165256382232.000000 42801314839042056.000000
49.560000 24053690336842600.000000 43109029308634000.000000
49.580000 23210284814648652.000000 43373634748917304.000000
49.600000 22344735940938460.000000 43594866554451704.000000
49.620000 21457855917920812.000000 43772503493431640.000000
49.640000 20550480946287052.000000 43906367928918152.000000
49.660000 19623470255643720.000000 43996325996475744.000000
49.680000 18677705118584624.000000 44042287738036856.000000
49.700000 17773551876255950.000000 44044207191859936.000000
49.720000 16979716953353762.000000 44002082438491144.000000
49.740000 16290589591235824.000000 43915955602683880.000000
49.760000 15700774553377372.000000 43785912811273920.000000
49.780000 15205081509123730.000000 43612084107052688.000000
49.800000 14798515013111242.000000 43394643318724400.000000
49.820000 14476265050348408.000000 43133807887077400.000000
49.840000 14233698118384850.000000 42829838647543312.000000
49.860000 14066348819360052.000000 42483039569361680.000000
49.880000 13969911936020180.000000 42093757451610696.000000
49.900000 13940234967023362.000000 41662381576408088.000000
49.920000 13973311098024642.000000 41189343319629088.000000
49.940000 14065272586144760.000000 40675115719530448.000000
49.960000 14212384536484752.000000 40120213003712272.000000
49.980000 14411039050353978.000000 39525190074890392.000000
50.000000 14657749725835284.000000 38890641955993624.000000
50.020000 14949146492220066.000000 38217203195140856.000000
50.040000 15281970760710474.000000 37505547231092944.000000
50.060000 15653070874608126.000000 36756385719813952.000000
50.080000 16059397842990726.000000 35970467822815140.000000
50.100000 16498001342621912.000000 35148579457993504.000000
